书籍编号,书名（25字符以内）,作者（不包含国籍等其他信息）,出版社,ISBN（10或13位纯阿拉伯数字）,字数（纯阿拉伯数字）,ER值（运营无需提供）（100~1300之间）,基础评分（十分制，精确到小数点后一位）,评分人数（1~1000）,原图书标签,一级标签（必填）,二级标签（必填）,特殊标签（选填）获奖、窦桂梅、新课标等,年级（与考拉年级标注对应）,定价,平台售价,折扣,出版日期,简介（无字数限制，顶行）,
401182,爱的讲述,纳丁·戈迪默,译林出版社,9787806577394,210000,880,4.5,444,小说与戏剧,小说/名著,军事小说,,7,,,,,"这是中国文学翻译出版界首次携手国际文学翻译出版界进行的公益活动，是世界文坛名家献给防治艾滋病事业的故事，所汇集的二十一个故事用不同的“声音”——充满活力、独具个性的风格——写就,反映了出自当代作家笔下、美妙绝伦的运用语言的可能性。他们包括五位诺贝尔文学奖获得者：加西亚·马尔克斯、约翰·厄普代克、玛格丽特·阿特伍德、大江健三郎、戈迪默，另外，苏珊·桑塔格、伍迪·艾伦等也名列其中。购买中文版《爱的讲述》,在品味文学杰作的同时,就是在帮助艾滋病患者或病毒携带者。本书是诺贝尔文学奖获得者,南非作家戈迪默所编当今世界著名作家短篇小说集,让世界文坛重要的文学天才同时聚集在读者眼前。所选小说都是他们自认为代表了自己作为讲故事的人一生的创作中的最佳作品。",
401183,羊脂球,莫泊桑,漓江出版社,9787540718190,76000,840,8.5,482,小说与戏剧,小说/名著,世界名著,,5,,,,,《羊脂球》以1870—1871年普法战争为背景。通过代表当时法国社会各阶层的10个人同乘一辆马车逃往一个港口的故事，形象地反映出资产阶级在这场战争中所表现出的卑鄙自私和出卖人民的丑恶嘴脸。在小说中，作者把下等人和上等人作了对比，检验了他们的道德水准。羊脂球是一个有爱国心的妓女，10人当中只有羊脂球配得上称为高尚的人和有爱国心的人。她心地善良，在马车上，尽管那些贵族资产阶级老爷太太对她表示了轻视和侮辱，可是当他们饥饿难耐的时候，羊脂球慷慨地请他们分享自己的食物。她还有强烈的民族自尊心。而那些所谓上等人都是些灵魂丑恶、损人利己的败类。,
401184,变形的陶醉,斯蒂芬·茨威格,上海译文出版社,9787532755226,208000,980,6.9,465,小说与戏剧,小说/名著,当代小说,,7,,,,,出身寒微的邮务员克丽丝蒂娜因一次偶然的机会跻身上层社会，让众多纨绔子弟为之倾倒，她本人也沉醉于这飘忽的美梦之中，但好景不长，仅仅过了十天她的富贵梦便破灭了。在苦闷彷徨中她结识了穷困潦倒的退伍兵费迪南。同是天涯沦落人，两人一见钟情。然而这个世界对他们是无情的，爱情和幸福不属于他们。他们绝望了，决定一同自尽，可是在最后时刻，他俩却产生了一个可怕的念头，准备铤而走险，孤注一掷，去同他们无形的敌人进行一场力量悬殊的较量……,
401186,分成两半的子爵,伊塔洛·卡尔维诺,译林出版社,9787544722346,64000,1000,6.6,459,小说与戏剧,小说/名著,当代小说,,7,,,,,“我们的祖先”三部曲包括：《不存在的骑士》《分成两半的子爵》《树上的男爵》，这三个故事代表通向自由的三个阶段，关于人如何实现自我的经验：在《不存在的骑士》中争取生存，在《分成两半的子爵》中追求不受社会摧残的完整人生，在《树上的男爵》中有一条通向完整的道路——这是通过对个人的自我抉择矢志不移的努力而达到的非个人主义的完整。作为“开放性”小说，这三个故事首先遵循人物的发展逻辑，并且在从读者中引发的、未曾预料的提问与回答过程中将开始它们新的生命。它们是现代人的祖先家系图，在其中的每一张脸上有我们身边人们的某些特征：它既是作者的，也同样是读者的。,
401187,吹小号的天鹅,埃尔温·布鲁克斯·怀特,上海译文出版社,9787532733743,106000,830,7.1,475,小说与戏剧,小说/名著,成长小说,,5,,,,,《吹小号的天鹅》讲述路易斯是一只生来就哑巴的雄天鹅．为了说出自己的想法，路易斯学会了在石板上写字．可是其他天鹅是不认字的，路易斯还是没办法向它心爱的雌天鹅倾诉衷肠。为了帮助路易斯，天鹅爸爸从乐器店里偷来了小号。路易斯练了一遍又一遍，终于从小号里吹出了心底深处的歌。乐声不仅打动了塞蕾娜，也赢得了人们的尊敬与赞赏．生活的道路，在路易斯眼前，越来越宽广。这是一个关于成长的动人故事。当代文豪约翰·厄昔代克由衷感叹：“能有这本书，实在是我们的幸运。”,
401188,大火,雪莉‧哈澤德,译林出版社,9787544702072,245000,980,6.5,454,小说与戏剧,小说/名著,当代小说,,8,,,,,1947年，二战后的亚洲满目疮痍。32岁的英国军官依然选择漂泊。在日本，他遇见改变他命运的一对兄妹－－本和海伦。海伦正由懵懂的少女转向成熟的女性。而这个承载了太多偏见、焦躁、惶恐、厌倦的故事，也在一段萌生的爱情，以及人类在不幸之后努力修复柔软的心灵、梦想的勇气与爱的能力中，悄悄绽放。小说被《华盛顿邮报》、《经济学家》等评为2003年度全美十大好书。《大西洋月刊》评论道：《大火》犹如滑过读者视野的彗星，在消失前迅速地牢牢攫住所有的注意力和情感，拖出的彗尾是人们对主人公幸福的期盼，同样在将信将疑中，读者期待彗星的再次回归。,
401190,奥利弗的故事,埃里奇·西格尔,上海译文出版社,9787532757657,129000,990,6.7,456,小说与戏剧,小说/名著,当代小说,,7,,,,,《奥利弗的故事》是《爱情故事》的续篇。主人公奥利弗怀着丧妻之痛一直独居纽约，事业有成的他又遇到了一位处处都跟他合得来、近乎完美的女性玛西，可两人之间这段新的爱情终究因为丢不开刻骨铭心的詹尼而画上了句号。已经踏上社会的奥利弗仍旧怀揣着理想和信念，思念着詹尼继续他的人生之路。,
401193,小偷日记,让·热内,海天出版社,9787806541098,150000,800,7,473,小说与戏剧,名人/传记,名人故事,,6,,,,,虽然《小偷日记》毫不忌讳地记录和回味了他饱尝耻辱的下贱生涯，但它并不是真正意义的日记。在流浪、乞讨、偷窃、坐牢的生活环境里，他不可能坚持写日记，即使写了也很难完整地保存下来。这本书是对往昔生活片段的补记、追忆、回味、思考和重新认识，带有明显的自传性质。但它又不是真正意义上的自传，他在书中刻画了几个人物，讲述了许多别人的故事，带有明显的小说特点。但它也不是真正意义的小说，不是在编排虚构的故事。他书中讲的确有其人，确有其事，包括作家心灵的自我表白都是可信的。这是一部以日记的形式写成的自传体小说。,
401195,小男子汉,路易莎·梅·奥尔科特,四川文艺出版社,9787541129193,229000,800,6.8,470,小说与戏剧,小说/名著,近现代小说,,5,,,,,《小男子汉》是《小妇人》的续集。本书专讲男孩子成长和教育的故事，洋溢着顽强、勇敢、豁达大度的阳刚之气。在《小男子汉》中，乔和她的丈夫巴尔教授在家里办了一个学校，乔和她的丈夫给他们安排课程，设计游戏，让男孩子张扬个性、放飞梦想，而又不失原则。男孩们在乔家健康快乐地成长，养成健全的品格，使每个男孩都成为了不甘平凡的小男子汉。,
401197,平家物语,无名氏,云南人民出版社,9787222034235,380000,1020,6.5,435,小说与戏剧,小说/名著,古典小说,,7,,,,,《平家物语》主要叙述以平清盛为首的平氏家族的故事。按内容可分为两大部分。前6卷描写了平氏家族的荣华鼎盛和骄奢霸道；后7卷着重描述了源平两大武士集团大战的经过，渲染了平氏家族终被消灭的悲惨结局。围绕平氏集团由盛至衰这一中心线索，艺术地再现了平安王朝末期旧的贵族阶级日趋没落，逐渐为新兴武士阶层所取代，而上升到政治舞台上的武士集团，由于被贵族同化，又被地方上拥有实力的武士集团所吞没的历史画卷。《平家物语》最大的艺术成就是塑造了王朝文学所不曾有过的披坚执锐、跃马横枪的英雄人物。这些形象的出现，标志着日本古典文学开创了新的与王朝文学迥然有异的传统，给后世文学带来了极为深远的影响。,
401199,幽灵之家,伊莎贝尔·阿连德,译林出版社,9787544702508,314000,930,7.3,470,小说与戏剧,小说/名著,近现代小说,,7,,,,,这是一部气度恢宏的全景式小说，它以30万字的篇幅展现了一个拉丁美洲国家从本世纪初到1973年为止风云变幻的历史。以埃斯特万·特鲁埃瓦家族的兴衰变化为中心线索讲述了两个家族四代人之间的恩怨纠葛，生动形象地描写了在历史大变迁中各个阶级、各个阶层人物为生活、思想状况。作者继承了拉美文学“贴近现实”的优良传统，同“文学爆炸”中杰出的作家保持着同一创作方向，表现出强烈的社会责任感。尤其可贵的是，作者一方面对描写的事件、人物保持着清晰的认识，爱憎分明；另一方面又没有囿于个人好恶，使对事件的评价流于简单化，对人物的刻画流于脸谱化。,
401200,惶然录,费尔南多·佩索阿,上海文艺出版社,9787532144839,228000,950,7.5,477,小说与戏剧,小说/名著,近现代小说,,7,,,,,《惶然录》收集了佩索阿晚期的随笔作品，都是一些“仿日记”的片断体……佩索阿被当代评论家们誉为“欧洲现代主义的核心人物”，以及“杰出的经典作家”、“最为动人的”的写作者等等。,
401202,日日夜夜,康斯坦丁·米哈依洛维奇·西蒙诺夫,人民文学出版社,9787020051373,200000,930,7,470,小说与戏剧,小说/名著,近现代小说,,7,,,,,《日日夜夜》是苏联著名作家康·西蒙诺夫卫国战争期间写的一部反映苏军抗击法西斯德军，英勇保卫斯大林格勒的中篇小说。斯大林格勒大会战不仅是第二次世界大战中苏德战场的转折点，也是世界反法西斯战争的转折点。作品讲述了以苏军炮兵大尉沙布洛夫率领的一营指战员奉命渡过伏尔加河，进入被敌军围困的斯大林格勒，成功保卫了三座大楼的经过，表现了苏联军民浴血奋战、英勇不屈的战斗精神，塑造了一系列可歌可泣的英雄人物。,
401203,晨星之子,伊文·S﹒康奈尔,陕西人民出版社,9787224114379,325000,960,6.5,450,小说与戏剧,小说/名著,历史小说,,7,,,,,被赞誉为“晨星之子”的乔治·阿姆斯特朗·卡斯特是美国历史上的传奇人物，在南北战争中曾因骁勇善战而得到总统林肯的青睐，1876年卡斯特率第七骑兵团在与印第安人作战的小角谷战役中全军覆没。事件发生距今已一个多世纪，而围绕卡斯特和这场战争的争论却从未停止。究竟是什么在牵动着美国人的心？是英雄史诗般短暂的一生？是这场战争的野蛮？美国著名作家与史学家伊文· S﹒康奈尔先生用严谨巨细的史实，极其生动地记述了卡斯特其人以及这场残酷至极的惨烈战争。,
401210,源泉,安·兰德,重庆出版社,9787536673724,200000,1030,7,470,小说与戏剧,小说/名著,当代小说,,8,,,,,小说的主人公洛克是一个诚实而坚强的建筑师，他志在启蒙社会，却在大学毕业前夕被学校开除，他的设计风格被社会视为异端，一度沦落到去采石厂当小工。他深爱的女人也处处和他作对，并与他的夙敌结了婚。最后，他答应无偿为政府设计经济实用房，但他的设计被政府主管部门任意修改，万般无奈之下，他抗起炸药包就把建到一半的楼炸回了砖头瓦砾。在法庭上，他也同样孤军奋战，为自己作为天才的原创行为自辩：“创造是各己私事，是天赋权利，维护创造也是同等天赋个人的权利。”那个时候著作权、知识产权等概念还未曾为人们所认同。结果洛克被认定为“狂人”，并因此而无罪释放。,
401215,白轮船,钦吉斯·艾特玛托夫,华东师范大学出版社,9787567504431,117000,920,7.5,480,小说与戏剧,小说/名著,当代小说,,6,,,,,《白轮船》是本讲述吉尔吉斯林区中一个小孩子命运的书。他有三个梦想，第一就是上学！书中的故事正是由为实现上学愿望，爷爷为他买书包开始的，而这却冥冥中决定了他踏上悲剧命运的不归路。他的第二个梦想是与挽救了吉尔吉斯民族，而又不得不离开故土的“长角鹿妈妈”联系在一起的，他梦想着长角鹿妈妈的归来，梦想着与长角鹿妈妈快乐地生活。他还有第三个梦想，他从未和人说起的梦想，他遥远的白轮船，白轮船上有他的父亲。（他的父亲是名水手，但从不回来，他的母亲改嫁，也从不回来，他与爷爷靠林区临时工的微薄工资相依为命。）他梦想着有一天变成一条鱼儿，沿着小河，一直到湖里，去到白轮船边，变回自己的模样，去看看自己的父亲，也让父亲看看自己。,
